title,overview,genre_list,crew_list,cast_list,original_language,comp_list,comb
Solomon and Sheba,"Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.",Drama History Romance War ,King Vidor,Yul Brynner Gina Lollobrigida George Sanders ,en,EdwardSmallProductions ,Drama History Romance War Yul Brynner Gina Lollobrigida George Sanders King Vidoren
Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,Romance Comedy ,Michael Tiddes,Marlon Wayans Kali Hawk Fred Willard ,en,OpenRoadFilms(II) ,Romance Comedy Marlon Wayans Kali Hawk Fred Willard Michael Tiddesen
Not Easily Broken,A car accident and shifting affections test the bond between a married couple.,Drama Romance ,Bill Duke,Morris Chestnut Taraji P. Henson Maeve Quinlan ,en,,Drama Romance Morris Chestnut Taraji P. Henson Maeve Quinlan Bill Dukeen
A Farewell to Arms,"British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.",Drama Romance War ,Frank Borzage,Helen Hayes Gary Cooper Adolphe Menjou ,en,ParamountPictures ,Drama Romance War Helen Hayes Gary Cooper Adolphe Menjou Frank Borzageen
The Perfect Match,"Terrence J. stars as Charlie, a playboy who's convinced that relationships are dead. His two best friends, Donald Faison and Robert C. Riley, bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva, played by singer/actress Cassie. They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more.",Comedy Romance ,Bille Woodruff,Terrence Jenkins Paula Patton Kali Hawk ,en,Lionsgate JorvaEntertainmentProductions ,Comedy Romance Terrence Jenkins Paula Patton Kali Hawk Bille Woodruffen
Digimon: The Movie,"The first story focused on Tai and Kari Kamiya four years before their adventure in the Digital World. It shows their first encounter with Digimon and what happened to them (as well as the other children). Tai and Kari wake one morning to find a Digi-Egg that came out of their computer the night before and the egg soon hatches, revealing a Botamon. The Digimon then evolves into Koromon and then Agumon (not the same one that became friends with Tai in the series, and yet, somehow, both Koromon and Kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with Kari riding on his back. A second Digi-Egg appears in the sky to reveal an evil digimon, Parrotmon. Agumon then Digivolves to Greymon but isn't strong enough to beat Parrotmon and is knocked out. Tai grabs Kari's whistle and wakes up Greymon, who defeats Parrotmon and disappears with him.",Fantasy Animation Science Fiction Family ,Mamoru Hosoda,Lara Jill Miller Joshua Seth Bob Papenbrook ,en,SabanEntertainment Toei ,Fantasy Animation Science Fiction Family Lara Jill Miller Joshua Seth Bob Papenbrook Mamoru Hosodaen
Saved!,"Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",Comedy Drama ,Brian Dannelly,Jena Malone Mandy Moore Macaulay Culkin ,en,,Comedy Drama Jena Malone Mandy Moore Macaulay Culkin Brian Dannellyen
The Barbarian Invasions,"In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.",Comedy Crime Drama ,Denys Arcand,Rémy Girard Stéphane Rousseau Marie-Josée Croze ,fr,PyramideProductions CinémaginaireInc. TéléfilmCanada TheHaroldGreenbergFund AstralFilms Canal+ SociétéRadio-Canada SociétédeDéveloppementdesEntreprisesCulturelles(SODEC) CentreNationaldelaCinématographie(CNC) ,Comedy Crime Drama Rémy Girard Stéphane Rousseau Marie-Josée Croze Denys Arcandfr
Robin and Marian,"Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out, in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades, Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who's joined a nunnery!",Action Adventure Drama Romance ,Richard Lester,Sean Connery Audrey Hepburn Robert Shaw ,en,ColumbiaPicturesCorporation RastarPictures ,Action Adventure Drama Romance Sean Connery Audrey Hepburn Robert Shaw Richard Lesteren
The Forsaken,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,Action Adventure Horror Thriller ,J.S. Cardone,Kerr Smith Brendan Fehr Izabella Miko ,en,ScreenGems SonyPicturesEntertainment EgmontFilm ColumbiaTriStarHomeEntertainment ,Action Adventure Horror Thriller Kerr Smith Brendan Fehr Izabella Miko J.S. Cardoneen
Force 10 from Navarone,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",Action Adventure War Thriller ,Guy Hamilton,Harrison Ford Robert Shaw Barbara Bach ,en,ColumbiaPicturesCorporation ,Action Adventure War Thriller Harrison Ford Robert Shaw Barbara Bach Guy Hamiltonen
UHF,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,Comedy ,Jay Levey,"""Weird Al"" Yankovic Victoria Jackson Michael Richards ",en,OrionPictures Cinecorp ,"Comedy ""Weird Al"" Yankovic Victoria Jackson Michael Richards Jay Leveyen"
Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.",Comedy ,Nicholaus Goossen,Linda Cardellini Allen Covert Peter Dante ,en,TwentiethCenturyFoxFilmCorporation HappyMadisonProductions ,Comedy Linda Cardellini Allen Covert Peter Dante Nicholaus Goossenen
Slums of Beverly Hills,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",Comedy Drama ,Tamara Jenkins,Natasha Lyonne Alan Arkin Marisa Tomei ,en,FoxSearchlightPictures ,Comedy Drama Natasha Lyonne Alan Arkin Marisa Tomei Tamara Jenkinsen
Once Upon a Time in the West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,Western ,Sergio Leone,Henry Fonda Claudia Cardinale Jason Robards ,it,ParamountPictures RafranCinematografica FinanziaSanMarco ,Western Henry Fonda Claudia Cardinale Jason Robards Sergio Leoneit
Made,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,Action Comedy Thriller ,Jon Favreau,Vince Vaughn Jon Favreau Sean Combs ,en,ArtisanEntertainment ,Action Comedy Thriller Vince Vaughn Jon Favreau Sean Combs Jon Favreauen
Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",Science Fiction Drama ,Duncan Jones,Sam Rockwell Kevin Spacey Dominique McElligott ,en,LibertyFilmsUK LunarIndustries XinguFilms LimelightFund ,Science Fiction Drama Sam Rockwell Kevin Spacey Dominique McElligott Duncan Jonesen
Keeping Up with the Steins,"All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought.",Comedy ,Scott Marshall,Daryl Sabara Jami Gertz Jeremy Piven ,en,,Comedy Daryl Sabara Jami Gertz Jeremy Piven Scott Marshallen
Sea Rex 3D: Journey to a Prehistoric World,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",Documentary ,Ronan Chapalain,Guillaume Denaiffe Norbert Ferrer Chloe Hollings ,en,N3DLandProductions MantelloBrothersProductions ,Documentary Guillaume Denaiffe Norbert Ferrer Chloe Hollings Ronan Chapalainen
The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",Drama ,Atom Egoyan,Ian Holm Caerthan Banks Sarah Polley ,en,FineLineFeatures AllianceCommunications ,Drama Ian Holm Caerthan Banks Sarah Polley Atom Egoyanen
Of Gods and Men,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",Drama History ,Xavier Beauvois,Lambert Wilson Michael Lonsdale Olivier Rabourdin ,fr,WhyNotProductions ArmadaFilms FranceTélévision Cinémage4 Cofinova6 Soficinéma6 ,Drama History Lambert Wilson Michael Lonsdale Olivier Rabourdin Xavier Beauvoisfr
